FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty121,x3,HDCDC - ME F316 - MANUFACTURING MANAGEMENT,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDCDC - HSS F235 - INTRODUCTORY PHILOSOPHY,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDCDC - GS F242 - CULTURAL STUDIES,FDELE - CHEM F376 - DESIGN PROJECT,FDELE - CHEM F311 - ORGANIC CHEMISTRY III,HDELE - CS G526 - ADV ALGO & COMPLEXITY,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS
Faculty122,x2,FDCDC - CHE F433 - CORROSION ENGINEERING,FDCDC - PHY F491 - SPECIAL PROJECT,HDELE - ME F112 - WORKSHOP PRACTICE,FDELE - PHY F376 - DESIGN PROJECT,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,FDELE - BITS F415 - INTRODUCTION TO MEMS,HDELE - MEL G621 - VLSI DESIGN,FDELE - PHY F420 - QUANTUM OPTICS,FDCDC - CS F301 - PRINCIPLES OF PROGG LANG,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,HDCDC - ME G512 - FINITE ELEMENT METHOD
Faculty123,x2,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDELE - EEE F214 - ELECTRONIC DEVICES,HDELE - ME F211 - MECHANICS OF SOLIDS,FDELE - BIO F266 - STUDY PROJECT,FDELE - ECON F376 - DESIGN PROJECT,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY,FDCDC - PHY F214 - ELEC MAGNET & OPTICS LAB,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS,HDELE - BITS G649 - READING COURSE,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDCDC - HSS F227 - CROSS CULTURAL SKILLS
Faculty124,x3,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,HDELE - ME F211 - MECHANICS OF SOLIDS,FDELE - HSS F349 - ECOCRITICISM,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,FDCDC - GS F233 - PUBLIC POLICY,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDCDC - CS F376 - DESIGN PROJECT,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,HDCDC - ME F415 - GAS DYNAMICS,FDELE - BIO F111 - GENERAL BIOLOGY,FDCDC - IS F341 - SOFTWARE ENGINEERING,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND
Faculty125,x1,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - CS F491 - SPECIAL PROJECT,FDELE - CHE F266 - STUDY PROJECT,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDELE - EEE F416 - DIGITAL COMMUNICATION,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDCDC - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,FDELE - EEE F266 - STUDY PROJECT,FDCDC - PHY F211 - CLASSICAL MECHANICS,HDCDC - ME F217 - APPLIED THERMODYNAMICS,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES
Faculty126,x2,FDELE - EEE F366 - LABORATORY PROJECT,HDELE - BITS G561T - DISSERTATION,HDELE - BITS G649 - READING COURSE,HDCDC - DE G531 - PRODUCT DESIGN,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,FDELE - CHEM F110 - CHEMISTRY LABORATORY,FDELE - EEE F418 - MOD COMMUNICATION TECH,FDELE - BIO F266 - STUDY PROJECT,FDCDC - ECON F266 - STUDY ORIENTED PROJECT,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS
Faculty127,x1,FDELE - EEE F418 - MOD COMMUNICATION TECH,FDELE - ECE F266 - STUDY PROJECT,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT,FDCDC - CS F376 - DESIGN PROJECT,HDELE - BITS G562T - DISSERTATION,HDCDC - BITS G563T - DISSERTATION,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,HDCDC - CHE G523 - MATH METHODS IN CHEM ENG,FDCDC - BIO F418 - GENETIC ENGINEERING TECH,FDELE - CHE F266 - STUDY PROJECT
Faculty128,x2,FDELE - MATH F313 - NUMERICAL ANALYSIS,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDELE - BITS F112 - TECH REPORT WRITING,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS,HDELE - BITS G529 - RESEARCH PROJECT I,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDCDC - HSS F235 - INTRODUCTORY PHILOSOPHY,HDELE - ME F376 - DESIGN PROJECT,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,FDCDC - HSS F332 - CINEMATIC ART,FDCDC - GS F221 - BUSINESS COMMUNICATION
Faculty129,x2,FDCDC - CHE F211 - CHEMICAL PROCESS CALCULATION,FDELE - EEE F376 - DESIGN PROJECT,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR,FDCDC - PHY F311 - QUANTUM MECHANICS II,HDELE - INSTR F266 - STUDY PROJECT,HDCDC - BITS G563T - DISSERTATION,HDELE - BITS G562T - DISSERTATION,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,FDCDC - MATH F215 - ALGEBRA I,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - ECE F266 - STUDY PROJECT,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH
Faculty130,x2,HDELE - INSTR F266 - STUDY PROJECT,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,FDELE - ECE F376 - DESIGN PROJECT,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDCDC - PHY F213 - OPTICS,HDCDC - BITS G563T - DISSERTATION,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - BIO F418 - GENETIC ENGINEERING TECH,FDCDC - HSS F236 - SYMBOLIC LOGIC,HDELE - BITS G561T - DISSERTATION
Faculty131,x3,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDELE - INSTR F376 - DESIGN PROJECT,HDCDC - BIO G526 - CANCER BIOLOGY,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDELE - BIO F214 - INTEGRATED BIOLOGY,FDELE - ECON F376 - DESIGN PROJECT,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,FDCDC - PHY F491 - SPECIAL PROJECT,FDELE - CHEM F110 - CHEMISTRY LABORATORY
Faculty132,x2,FDCDC - CHE F414 - TRANSPORT PHENOMENA,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS,FDELE - PHY F376 - DESIGN PROJECT,FDELE - ECON F214 - ECONOMIC ENV OF BUSINESS,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,HDELE - ME F212 - FLUID MECHANICS,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDCDC - HSS F332 - CINEMATIC ART,FDCDC - BITS F464 - MACHINE LEARNING,FDCDC - ECE F491 - SPECIAL PROJECT,HDELE - CS G553 - RECONFIGURABLE COMPUTING,HDCDC - CS G623 - ADVANCED OPERAT SYSTEMS
Faculty133,x3,FDELE - BIO F266 - STUDY PROJECT,FDELE - ECE F266 - STUDY PROJECT,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY,HDELE - ME F376 - DESIGN PROJECT,FDCDC - BITS F464 - MACHINE LEARNING,FDCDC - HSS F332 - CINEMATIC ART,HDELE - ME F112 - WORKSHOP PRACTICE,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,HDCDC - ME F415 - GAS DYNAMICS,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDELE - PHY F420 - QUANTUM OPTICS
Faculty134,x3,HDELE - INSTR F266 - STUDY PROJECT,FDCDC - GS F221 - BUSINESS COMMUNICATION,FDCDC - GS F242 - CULTURAL STUDIES,HDELE - BIO G542 - ADVANCED CELL MOLE BIO,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDCDC - CS F213 - OBJECT ORIENTED PROG,FDELE - CHE F266 - STUDY PROJECT,HDCDC - ME F415 - GAS DYNAMICS,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,HDCDC - CS G623 - ADVANCED OPERAT SYSTEMS,FDELE - CS F314 - SOFT DEV FOR PORT DEVICE
Faculty135,x1,FDCDC - PHY F311 - QUANTUM MECHANICS II,HDCDC - ME F415 - GAS DYNAMICS,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY,FDELE - ECE F266 - STUDY PROJECT,FDELE - BITS F417 - MICRO-FLUIDICS & ITS APP,FDCDC - CS F366 - LABORATORY PROJECT,FDELE - PHY F376 - DESIGN PROJECT,FDELE - EEE F491 - SPECIAL PROJECT,FDCDC - BIO F418 - GENETIC ENGINEERING TECH,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,HDELE - ME F211 - MECHANICS OF SOLIDS,HDELE - BITS G561T - DISSERTATION
Faculty136,x3,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDCDC - ECE F491 - SPECIAL PROJECT,FDCDC - CS F468 - INFORMATION SECURITY PROJECT,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDELE - ECON F355 - BUSS ANAL & VALUATION,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,HDCDC - BIO G526 - CANCER BIOLOGY,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR,FDELE - EEE F366 - LABORATORY PROJECT,HDELE - BITS G562T - DISSERTATION,HDCDC - BIO G661 - GENE TOXICOLOGY
Faculty137,x2,FDELE - BITS F112 - TECH REPORT WRITING,HDCDC - ME F217 - APPLIED THERMODYNAMICS,FDCDC - ECON F266 - STUDY ORIENTED PROJECT,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,FDCDC - PHY F211 - CLASSICAL MECHANICS,FDCDC - BIO F211 - BIOLOGICAL CHEMISTRY,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDELE - MATH F491 - SPECIAL PROJECT,FDELE - BIO F266 - STUDY PROJECT,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS
Faculty138,x3,HDELE - MEL G623 - ADVANCED VLSI DESIGN,FDELE - ECON F376 - DESIGN PROJECT,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,FDCDC - PHY F315 - THEORY OF RELATIVITY,FDCDC - GS F242 - CULTURAL STUDIES,HDCDC - CS G525 - ADV COMPUTER NETWORKS,FDELE - EEE F416 - DIGITAL COMMUNICATION,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,HDELE - BITS G553 - REAL TIME SYSTEMS,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS
Faculty139,x2,FDELE - PHY F420 - QUANTUM OPTICS,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDELE - ECON F355 - BUSS ANAL & VALUATION,HDCDC - ME F415 - GAS DYNAMICS,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDCDC - PHY F311 - QUANTUM MECHANICS II,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDELE - CS F429 - NATURAL LANG PROCESS,FDCDC - CS F301 - PRINCIPLES OF PROGG LANG,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,HDCDC - CS G527 - CLOUD COMPUTING
Faculty140,x2,FDELE - CHE F491 - SPECIAL PROJECTS,FDELE - BIO F214 - INTEGRATED BIOLOGY,FDCDC - HSS F332 - CINEMATIC ART,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,HDELE - ME F315 - ADVANCED MANUFACTURING PROCESS,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE,HDCDC - DE G531 - PRODUCT DESIGN,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT,FDCDC - PHY F311 - QUANTUM MECHANICS II,HDELE - CS G553 - RECONFIGURABLE COMPUTING,HDCDC - BITS G511 - ADVANCED PROJECT,FDELE - CHEM F111 - GENERAL CHEMISTRY
Faculty141,x2,HDELE - CHE G613 - ADVANCED MASS TRANSFER,FDCDC - ECE F366 - LABORATORY PROJECT,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDELE - MATH F491 - SPECIAL PROJECT,FDCDC - HSS F232 - INTRO TO DEV STUDIES,FDELE - CHEM F311 - ORGANIC CHEMISTRY III,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDELE - ECON F376 - DESIGN PROJECT,FDCDC - CHE F414 - TRANSPORT PHENOMENA,HDCDC - CS G527 - CLOUD COMPUTING,FDCDC - CS F366 - LABORATORY PROJECT,FDELE - BIO F214 - INTEGRATED BIOLOGY
Faculty142,x1,HDCDC - ME F415 - GAS DYNAMICS,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,FDELE - MATH F313 - NUMERICAL ANALYSIS,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,FDELE - BIO F111 - GENERAL BIOLOGY,HDELE - ME F112 - WORKSHOP PRACTICE,FDELE - BIO F266 - STUDY PROJECT,FDCDC - CS F351 - THEORY OF COMPUTATION,FDCDC - IS F341 - SOFTWARE ENGINEERING,FDCDC - CS F366 - LABORATORY PROJECT,HDELE - BITS G540 - RESEARCH PRACTICE
Faculty143,x2,HDCDC - CHE G523 - MATH METHODS IN CHEM ENG,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS,FDCDC - CHE F312 - CHEMICAL ENGG LAB I,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDCDC - BIO F418 - GENETIC ENGINEERING TECH,FDCDC - CS F351 - THEORY OF COMPUTATION,HDELE - ME F443 - QUALI CONTRO ASSUR & REL,FDCDC - CS F491 - SPECIAL PROJECT,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY,FDELE - PHY F420 - QUANTUM OPTICS
Faculty144,x3,FDCDC - HSS F236 - SYMBOLIC LOGIC,HDCDC - CHE G523 - MATH METHODS IN CHEM ENG,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,HDELE - CHE G613 - ADVANCED MASS TRANSFER,HDCDC - MEL G611 - I C FABRICATION TECH,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDELE - EEE F416 - DIGITAL COMMUNICATION,FDCDC - GS F221 - BUSINESS COMMUNICATION,FDELE - CHE F212 - FLUID MECHANICS,FDCDC - ECE F366 - LABORATORY PROJECT,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV
Faculty145,x3,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDCDC - BITS F464 - MACHINE LEARNING,FDELE - CHE F212 - FLUID MECHANICS,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS,FDELE - CHE F491 - SPECIAL PROJECTS,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - MATH F313 - NUMERICAL ANALYSIS,FDCDC - CS F491 - SPECIAL PROJECT,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY
Faculty146,x2,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH,HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,HDELE - INSTR F266 - STUDY PROJECT,FDCDC - PHY F315 - THEORY OF RELATIVITY,HDCDC - ME F316 - MANUFACTURING MANAGEMENT,FDELE - EEE F366 - LABORATORY PROJECT,FDELE - CHEM F335 - ORGANIC CHEM & DRUG DES,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - MATH F113 - PROBABILITY & STATISTICS,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS
Faculty147,x1,FDCDC - CS F366 - LABORATORY PROJECT,HDELE - ME F211 - MECHANICS OF SOLIDS,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,FDELE - MATH F491 - SPECIAL PROJECT,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDELE - ECON F315 - FINANCIAL MANAGEMENT,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE",FDCDC - BIO F211 - BIOLOGICAL CHEMISTRY,HDCDC - CS G541 - PERVASIVE COMPUTING,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY
Faculty148,x3,FDCDC - IS F341 - SOFTWARE ENGINEERING,HDCDC - MEL G611 - I C FABRICATION TECH,HDELE - ME F315 - ADVANCED MANUFACTURING PROCESS,FDELE - BITS F110 - ENGINEERING GRAPHICS,FDELE - EEE F376 - DESIGN PROJECT,FDCDC - PHY F213 - OPTICS,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDELE - BIO F111 - GENERAL BIOLOGY,HDCDC - BITS G629T - DISSERTATION,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS
Faculty149,x3,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDELE - BITS G562T - DISSERTATION,FDCDC - CS F266 - STUDY PROJECT,FDELE - ECON F355 - BUSS ANAL & VALUATION,FDCDC - HSS F232 - INTRO TO DEV STUDIES,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS,FDCDC - MATH F266 - STUDY PROJECT,HDELE - ME F212 - FLUID MECHANICS,FDELE - EEE F214 - ELECTRONIC DEVICES,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS
Faculty150,x3,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDCDC - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES,FDELE - BIO F266 - STUDY PROJECT,FDCDC - GS F326 - CREATIVE THINKING,FDCDC - CS F266 - STUDY PROJECT,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - ME F443 - QUALI CONTRO ASSUR & REL,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,FDELE - EEE F215 - DIGITAL DESIGN,FDELE - CS F429 - NATURAL LANG PROCESS,HDELE - MEL G623 - ADVANCED VLSI DESIGN
Faculty151,x3,HDELE - BITS G649 - READING COURSE,FDCDC - PHY F311 - QUANTUM MECHANICS II,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - BIO F266 - STUDY PROJECT,HDELE - BITS G561T - DISSERTATION,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,FDELE - CHE F491 - SPECIAL PROJECTS,FDCDC - HSS F236 - SYMBOLIC LOGIC,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS
Faculty152,x1,FDCDC - MATH F215 - ALGEBRA I,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE",HDELE - DE G611 - DYNAMICS & VIBRATION,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDELE - BITS G553 - REAL TIME SYSTEMS,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDCDC - BIO F211 - BIOLOGICAL CHEMISTRY,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,HDCDC - EEE G612 - CODING THEORY AND PRACTICE,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE
Faculty153,x2,FDELE - CHEM F111 - GENERAL CHEMISTRY,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDELE - BIO F266 - STUDY PROJECT,HDCDC - ME F217 - APPLIED THERMODYNAMICS,HDELE - MEL G623 - ADVANCED VLSI DESIGN,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDCDC - BIO F211 - BIOLOGICAL CHEMISTRY,FDELE - CHEM F110 - CHEMISTRY LABORATORY,FDCDC - HSS F232 - INTRO TO DEV STUDIES,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE"
Faculty154,x3,FDELE - BIO F266 - STUDY PROJECT,FDELE - MATH F313 - NUMERICAL ANALYSIS,FDELE - CHEM F491 - SPECIAL PROJECT,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - ECON F211 - PRINCIPLES OF ECONOMICS,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDELE - HSS F340 - POST COLONIAL LITERATURES,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDCDC - HSS F235 - INTRODUCTORY PHILOSOPHY,FDCDC - CHE F312 - CHEMICAL ENGG LAB I
Faculty155,x1,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - BIO G526 - CANCER BIOLOGY,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,FDCDC - CS F376 - DESIGN PROJECT,FDELE - EEE F376 - DESIGN PROJECT,FDELE - HSS F349 - ECOCRITICISM,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDELE - BITS F112 - TECH REPORT WRITING,FDCDC - GS F233 - PUBLIC POLICY,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY
Faculty156,x2,FDELE - ECON F376 - DESIGN PROJECT,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - CHE F212 - FLUID MECHANICS,FDELE - HSS F340 - POST COLONIAL LITERATURES,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,HDCDC - BIO G661 - GENE TOXICOLOGY,FDCDC - HSS F227 - CROSS CULTURAL SKILLS,FDCDC - ECE F366 - LABORATORY PROJECT,HDELE - BITS G562T - DISSERTATION,HDELE - INSTR F266 - STUDY PROJECT,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE
Faculty157,x2,FDELE - EEE F418 - MOD COMMUNICATION TECH,FDELE - EEE F416 - DIGITAL COMMUNICATION,FDELE - CHEM F491 - SPECIAL PROJECT,FDCDC - CHE F213 - CHEM ENGG THERMODYNAMICS,FDCDC - MATH F231 - NUMBER THEORY,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS,HDCDC - ME G512 - FINITE ELEMENT METHOD,HDELE - INSTR F266 - STUDY PROJECT,FDELE - CHE F266 - STUDY PROJECT,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,HDELE - MEL G622 - INTRO TO ARTIF NEURAL NET
Faculty158,x2,FDELE - ECON F355 - BUSS ANAL & VALUATION,HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS,FDCDC - GS F326 - CREATIVE THINKING,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDCDC - BITS F464 - MACHINE LEARNING,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - CHEM F491 - SPECIAL PROJECT,HDELE - BIO G542 - ADVANCED CELL MOLE BIO,FDELE - EEE F416 - DIGITAL COMMUNICATION,HDCDC - MEL G611 - I C FABRICATION TECH
Faculty159,x3,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY,FDELE - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - GS F326 - CREATIVE THINKING,FDCDC - CHE F211 - CHEMICAL PROCESS CALCULATION,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,HDELE - BITS G553 - REAL TIME SYSTEMS,HDELE - MEL G621 - VLSI DESIGN,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE",HDCDC - INSTR F311 - ELECTRO INST & INST TECH,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,FDELE - EEE F416 - DIGITAL COMMUNICATION
Faculty160,x3,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,HDELE - MEL G621 - VLSI DESIGN,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,FDELE - PHY F420 - QUANTUM OPTICS,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDELE - CHEM G521 - ENVIRONMENTAL CHEMISTRY,FDCDC - CS F301 - PRINCIPLES OF PROGG LANG,FDELE - HSS F363 - DISASTER AND DEVELOPMENT,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDELE - EEE F491 - SPECIAL PROJECT
